Name,Symbol,Platform,ContractAddress,
Dione Protocol,DIONE,Ethereum,0x65278f702019078E9Ab196C0Da0A6eE55E7248B7,
Automata Network,ATA,Ethereum,0xa2120b9e674d3fc3875f415a7df52e382f141225,
OMG Network,OMG,Ethereum,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,
Ethernity Chain,ERN,Ethereum,0xbbc2ae13b23d715c30720f079fcd9b4a74093505,
Perpetual Protocol,PERP,Ethereum,0xbc396689893d065f41bc2c6ecbee5e0085233447,
Swell Network,SWELL,Ethereum,0x0a6E7Ba5042B38349e437ec6Db6214AEC7B35676,
Litentry,LIT,Ethereum,0xb59490ab09a0f526cc7305822ac65f2ab12f9723,
Uquid Coin,UQC,Ethereum,0x8806926ab68eb5a7b909dcaf6fdbe5d93271d6e2,
Hippocrat,HPO,Ethereum,0xfE39C384D702914127a005523f9915ADDB9bd59b,
Bifrost,BFC,Ethereum,0x0c7D5ae016f806603CB1782bEa29AC69471CAb9c,
Aavegotchi,GHST,Ethereum,0x3F382DbD960E3a9bbCeaE22651E88158d2791550,
MESSIER,M87,Ethereum,0x80122c6a83c8202ea365233363d3f4837d13e888,
Heroes of Mavia,MAVIA,Ethereum,0x24fcFC492C1393274B6bcd568ac9e225BEc93584,
GamerCoin,GHX,Ethereum,0x728f30fa2f100742c7949d1961804fa8e0b1387d,
MAGA (magamemecoin.com),TRUMP,Ethereum,0x576e2BeD8F7b46D34016198911Cdf9886f78bea7,
RARI,RARI,Ethereum,0xfca59cd816ab1ead66534d82bc21e7515ce441cf,
Tornado Cash,TORN,Ethereum,0x77777feddddffc19ff86db637967013e6c6a116c,
Stronghold Token,SHX,Ethereum,0xee7527841a932d2912224e20a405e1a1ff747084,
Hoppy,HOPPY,Ethereum,0x6e79b51959cf968d87826592f46f819f92466615,
Function X,FX,Ethereum,0x8c15ef5b4b21951d50e53e4fbda8298ffad25057,
SquidGrow,SQGROW,Ethereum,0xb72E76cCf005313868DB7b48070901a44629da98,
Gelato,GEL,Ethereum,0x15b7c0c907e4C6b9AdaAaabC300C08991D6CEA05,
Verasity,VRA,Ethereum,0xf411903cbc70a74d22900a5de66a2dda66507255,
Tectum,TET,Ethereum,0x68A47Fe1CF42eBa4a030a10CD4D6a1031Ca3CA0a,
Boson Protocol,BOSON,Ethereum,0xC477D038d5420C6A9e0b031712f61c5120090de9,
Ampleforth Governance Token,FORTH,Ethereum,0x77fba179c79de5b7653f68b5039af940ada60ce0,
Dego Finance,DEGO,Ethereum,0x3da932456d082cba208feb0b096d49b202bf89c8,
ChainSwap,CSWAP,Ethereum,0xae41b275aaaf484b541a5881a2dded9515184cca,
district0x,DNT,Ethereum,0x0abdace70d3790235af448c88547603b945604ea,
LooksRare,LOOKS,Ethereum,0xf4d2888d29d722226fafa5d9b24f9164c092421e,
Victoria VR,VR,Ethereum,0x7d5121505149065b562c789a0145ed750e6e8cdd,
Dimitra,DMTR,Ethereum,0x51cb253744189f11241becb29bedd3f1b5384fdb,
Gemini Dollar,GUSD,Ethereum,0x056Fd409E1d7A124BD7017459dFEa2F387b6d5Cd,
Goldfinch,GFI,Ethereum,0xdab396ccf3d84cf2d07c4454e10c8a6f5b008d2b,
Euler,EUL,Ethereum,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,
Liquity USD,LUSD,Ethereum,0x5f98805A4E8be255a32880FDeC7F6728C6568bA0,
Numbers Protocol,NUM,Ethereum,0x3496b523e5c00a4b4150d6721320cddb234c3079,
Gems,GEMS,Ethereum,0x3010ccb5419F1EF26D40a7cd3F0d707a0fa127Dc,
PeiPei (ETH),PEIPEI,Ethereum,0x3ffeea07a27fab7ad1df5297fa75e77a43cb5790,
Sweat Economy,SWEAT,Ethereum,0xb4b9dc1c77bdbb135ea907fd5a08094d98883a35,
Bella Protocol,BEL,Ethereum,0xa91ac63d040deb1b7a5e4d4134ad23eb0ba07e14,
Alchemix,ALCX,Ethereum,0xdbdb4d16eda451d0503b854cf79d55697f90c8df,
Ribbon Finance,RBN,Ethereum,0x6123b0049f904d730db3c36a31167d9d4121fa6b,
Streamr,DATA,Ethereum,0x8f693ca8d21b157107184d29d398a8d082b38b76,
Ancient8,A8,Ethereum,0x3E5A19c91266aD8cE2477B91585d1856B84062dF,
The Root Network,ROOT,Ethereum,0xa3d4BEe77B05d4a0C943877558Ce21A763C4fa29,
Anchored Coins AEUR,AEUR,Ethereum,0xA40640458FBc27b6EefEdeA1E9C9E17d4ceE7a21,
FirmaChain,FCT,Ethereum,0xe1bad922f84b198a08292fb600319300ae32471b,
Dora Factory,DORA,Ethereum,0x70b790d0948a760e80bc3f892b142F7779b538B2,
SIDUS,SIDUS,Ethereum,0x549020a9Cb845220D66d3E9c6D9F9eF61C981102,
Assemble AI,ASM,Ethereum,0x2565ae0385659badcada1031db704442e1b69982,
PepeFork,PORK,Ethereum,0xb9f599ce614Feb2e1BBe58F180F370D05b39344E,
Agoras: Tau Net,AGRS,Ethereum,0x738865301a9b7dd80dc3666dd48cf034ec42bdda,
FUNToken,FUN,Ethereum,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,
Enzyme,MLN,Ethereum,0xec67005c4e498ec7f55e092bd1d35cbc47c91892,
Linear Finance,LINA,Ethereum,0x3e9bc21c9b189c09df3ef1b824798658d5011937,
Grok,GROK,Ethereum,0x8390a1da07e376ef7add4be859ba74fb83aa02d5,
League of Kingdoms Arena,LOKA,Ethereum,0x61e90a50137e1f645c9ef4a0d3a4f01477738406,
Nexera,NXRA,Ethereum,0x644192291cc835a93d6330b24ea5f5fedd0eef9e,
Polkastarter,POLS,Ethereum,0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa,
Kishu Inu,KISHU,Ethereum,0xA2b4C0Af19cC16a6CfAcCe81F192B024d625817D,
Stader,SD,Ethereum,0x30D20208d987713f46DFD34EF128Bb16C404D10f,
Ultra,UOS,Ethereum,0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c,
Hacken Token,HAI,Ethereum,0x05Fb86775Fd5c16290f1E838F5caaa7342bD9a63,
Orderly Network,ORDER,Ethereum,0xABD4C63d2616A5201454168269031355f4764337,
zKML,ZKML,Ethereum,0xE92344b4eDF545F3209094B192E46600A19E7C2D,
Strike,STRK,Ethereum,0x74232704659ef37c08995e386a2e26cc27a8d7b1,
WAGMI Games,WAGMIGAMES,Ethereum,0x3b604747ad1720c01ded0455728b62c0d2f100f0,
MOO DENG (moodeng.vip),MOODENG,Ethereum,0x28561b8a2360f463011c16b6cc0b0cbef8dbbcad,
Bitgert,BRISE,Ethereum,0xF2B2f7b47715256Ce4eA43363a867fdce9353e3A,
Cornucopias,COPI,Ethereum,0x42Baf1f659D765C65ADE5BB7E08eb2C680360d9d,
Hunt Town,HUNT,Ethereum,0x9aab071b4129b083b01cb5a0cb513ce7eca26fa5,
Masa,MASA,Ethereum,0x944824290CC12F31ae18Ef51216A223Ba4063092,
HOPR,HOPR,Ethereum,0xf5581dfefd8fb0e4aec526be659cfab1f8c781da,
DEAPcoin,DEP,Ethereum,0x1a3496c18d558bd9c6c8f609e1b129f67ab08163,
Beta Finance,BETA,Ethereum,0xbe1a001fe942f96eea22ba08783140b9dcc09d28,
PolySwarm,NCT,Ethereum,0x9e46a38f5daabe8683e10793b06749eef7d733d1,
SPECTRE AI,SPECTRE,Ethereum,0x9Cf0ED013e67DB12cA3AF8e7506fE401aA14dAd6,
Kendu Inu,KENDU,Ethereum,0xaa95f26e30001251fb905d264Aa7b00eE9dF6C18,
Moon Tropica,CAH,Ethereum,0x8e0e57dcb1ce8d9091df38ec1bfc3b224529754a,
Aleph.im,ALEPH,Ethereum,0x27702a26126e0b3702af63ee09ac4d1a084ef628,
StaFi,FIS,Ethereum,0xef3a930e1ffffacd2fc13434ac81bd278b0ecc8d,
Shrub,SHRUB,Ethereum,0x3b991130eae3cca364406d718da22fa1c3e7c256,
IDEX,IDEX,Ethereum,0xb705268213d593b8fd88d3fdeff93aff5cbdcfae,
ARC,ARC,Ethereum,0xc82e3db60a52cf7529253b4ec688f631aad9e7c2,
Fluence,FLT,Ethereum,0x236501327e701692a281934230af0b6be8df3353,
Quickswap [New],QUICK,Ethereum,0xd2ba23de8a19316a638dc1e7a9adda1d74233368,
Lift Dollar,USDL,Ethereum,0xbdC7c08592Ee4aa51D06C27Ee23D5087D65aDbcD,
QuickSwap [Old],QUICK,Ethereum,0x6c28aef8977c9b773996d0e8376d2ee379446f2f,
Houdini Swap,LOCK,Ethereum,0x922D8563631B03C2c4cf817f4d18f6883AbA0109,
Ren,REN,Ethereum,0x408e41876cccdc0f92210600ef50372656052a38,
e-Radix,EXRD,Ethereum,0x6468e79A80C0eaB0F9A2B574c8d5bC374Af59414,
xMoney,UTK,Ethereum,0xdc9Ac3C20D1ed0B540dF9b1feDC10039Df13F99c,
Polymath,POLY,Ethereum,0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec,
VAIOT,VAI,Ethereum,0xD13cfD3133239a3c73a9E535A5c4DadEE36b395c,
LinqAI,LNQ,Ethereum,0xD4F4D0a10BcaE123bB6655E8Fe93a30d01eEbD04,
dForce,DF,Ethereum,0x431ad2ff6a9c365805ebad47ee021148d6f7dbe0,
RAMP,RAMP,Ethereum,0x33D0568941C0C64ff7e0FB4fbA0B11BD37deEd9f,
COMBO,COMBO,Ethereum,0xc03fbf20a586fa89c2a5f6f941458e1fbc40c661,
Whiteheart,WHITE,Ethereum,0x5f0e628b693018f639d10e4a4f59bd4d8b2b6b44,
AVA (Travala),AVA,Ethereum,0xa6C0c097741D55ECd9a3A7DeF3A8253fD022ceB9,
Measurable Data Token,MDT,Ethereum,0x814e0908b12a99fecf5bc101bb5d0b8b5cdf7d26,
Moss Coin,MOC,Ethereum,0xBeE20B9Df360B8442534Ed8059f3e5bAEeB74EaF,
VIDT DAO,VIDT,Ethereum,0x3be7bf1a5f23bd8336787d0289b70602f1940875,
Locus Chain,LOCUS,Ethereum,0xc64500dd7b0f1794807e67802f8abbf5f8ffb054,
Opulous,OPUL,Ethereum,0x80d55c03180349fff4a229102f62328220a96444,
MATH,MATH,Ethereum,0x08d967bb0134f2d07f7cfb6e246680c53927dd30,
Multibit,MUBI,Ethereum,0x38e382f74dfb84608f3c1f10187f6bef5951de93,
Pikaboss,PIKA,Ethereum,0xa9d54f37ebb99f83b603cc95fc1a5f3907aaccfd,
CEEK VR,CEEK,Ethereum,0xb056c38f6b7dc4064367403e26424cd2c60655e1,
Persistence One,XPRT,Ethereum,0xD454b59f16D42667Be2fA55292d16647E27f40C4,
Propchain,PROPC,Ethereum,0x9ff58067Bd8D239000010c154C6983A325Df138E,
cheqd,CHEQ,Ethereum,0x70edf1c215d0ce69e7f16fd4e6276ba0d99d4de7,
HyperCycle,HYPC,Ethereum,0xeA7B7DC089c9a4A916B5a7a37617f59fD54e37E4,
Ampleforth,AMPL,Ethereum,0xd46ba6d942050d489dbd938a2c909a5d5039a161,
Harvest Finance,FARM,Ethereum,0xa0246c9032bC3A600820415aE600c6388619A14D,
Pirate Nation,PIRATE,Ethereum,0x7613c48e0cd50e42dd9bf0f6c235063145f6f8dc,
Cream Finance,CREAM,Ethereum,0x2ba592f78db6436527729929aaf6c908497cb200,
ZEON,ZEON,Ethereum,0xe5b826ca2ca02f09c1725e9bd98d9a8874c30532,
Doge Killer,LEASH,Ethereum,0x27c70cd1946795b66be9d954418546998b546634,
Cere Network,CERE,Ethereum,0x2da719db753dfa10a62e140f436e1d67f2ddb0d6,
Eurite,EURI,Ethereum,0x9d1a7a3191102e9f900faa10540837ba84dcbae7,
Alpha Quark Token,AQT,Ethereum,0x2a9bDCFF37aB68B95A53435ADFd8892e86084F93,
MAGA (maga-hat.vip),MAGA,Ethereum,0xd29da236dd4aac627346e1bba06a619e8c22d7c5,
DEXTools,DEXT,Ethereum,0xfb7b4564402e5500db5bb6d63ae671302777c75a,
Devve,DEVVE,Ethereum,0x8248270620aa532e4d64316017be5e873e37cc09,
Botto,BOTTO,Ethereum,0x9dfad1b7102d46b1b197b90095b5c4e9f5845bba,
Tether EURt,EURt,Ethereum,0xc581b735a1688071a1746c968e0798d642ede491,
Vector Smart Gas,VSG,Ethereum,0x58aea10748a00d1781d6651f9d78a414ea32ca46,
Synternet,SYNT,Ethereum,0xDA987c655ebC38C801DB64A8608bc1AA56Cd9a31,
AIT Protocol,AIT,Ethereum,0x89d584A1EDB3A70B3B07963F9A3eA5399E38b136,
PlayDapp,PDA,Ethereum,0x0D3CbED3f69EE050668ADF3D9Ea57241cBa33A2B,
Skey Network,SKEY,Ethereum,0x06a01a4d579479dd5d884ebf61a31727a3d8d442,
Prosper,PROS,Ethereum,0x8642A849D0dcb7a15a974794668ADcfbe4794B56,
Dacxi,DACXI,Ethereum,0xefab7248d36585e2340e5d25f8a8d243e6e3193f,
Matr1x,MAX,Ethereum,0xb7109df1a93f8fe2b8162c6207c9b846c1c68090,
Swarm Markets,SMT,Ethereum,0xb17548c7b510427baac4e267bea62e800b247173,
Shrapnel,SHRAP,Ethereum,0x31e4efe290973ebe91b3a875a7994f650942d28f,
Sperax,SPA,Ethereum,0xB4A3B0Faf0Ab53df58001804DdA5Bfc6a3D59008,
SwftCoin,SWFTC,Ethereum,0x0bb217E40F8a5Cb79Adf04E1aAb60E5abd0dfC1e,
Guild of Guardians,GOG,Ethereum,0x9AB7bb7FdC60f4357ECFef43986818A2A3569c62,
AdEx,ADX,Ethereum,0xade00c28244d5ce17d72e40330b1c318cd12b7c3,
Wing Finance,WING,Ethereum,0xDb0f18081b505A7DE20B18ac41856BCB4Ba86A1a,
NEOPIN,NPT,Ethereum,0x306ee01a6bA3b4a8e993fA2C1ADC7ea24462000c,
PARSIQ,PRQ,Ethereum,0x362bc847A3a9637d3af6624EeC853618a43ed7D2,
XSGD,XSGD,Ethereum,0x70e8de73ce538da2beed35d14187f6959a8eca96,
ROGin AI,ROG,Ethereum,0x5d43b66da68706d39f6c97f7f1415615672b446b,
LORDS,LORDS,Ethereum,0x686f2404e77ab0d9070a46cdfb0b7fecdd2318b0,
OpenGPU,oGPU,Ethereum,0x067def80d66fb69c276e53b641f37ff7525162f6,
SIX,SIX,Ethereum,0x61c6ebf443ad613c9648762585b3cfd3ba1f3fa8,
NuNet,NTX,Ethereum,0xf0d33beda4d734c72684b5f9abbebf715d0a7935,
Polytrade,TRADE,Ethereum,0x6e5970DBd6fc7eb1f29C6D2eDF2bC4c36124C0C1,
Isiklar Coin,ISIKC,Ethereum,0x4339befb55cfa65344ef6f4bb7f05fae3458670a,
Shapeshift FOX Token,FOX,Ethereum,0xc770eefad204b5180df6a14ee197d99d808ee52d,
Impossible Finance Launchpad,IDIA,Ethereum,0x0b15ddf19d47e6a86a56148fb4afffc6929bcb89,
UniLend,UFT,Ethereum,0x0202Be363B8a4820f3F4DE7FaF5224fF05943AB1,
Beefy,BIFI,Ethereum,0xB1F1ee126e9c96231Cc3d3fAD7C08b4cf873b1f1,
ASD,ASD,Ethereum,0xff742d05420b6aca4481f635ad8341f81a6300c2,
Tribal Finance,TRIBL,Ethereum,0x6988A804C74Fd04F37DA1EA4781CEa68c9C00F86,
Vectorspace AI,VXV,Ethereum,0x7D29A64504629172a429e64183D6673b9dAcbFCe,
FractonX,FT,Ethereum,0xee9e7bb7e55bbc86414047b61d65c9c0d91ffbd0,
bitsCrunch,BCUT,Ethereum,0xBEF26Bd568e421D6708CCA55Ad6e35f8bfA0C406,
Brickken,BKN,Ethereum,0x0a638f07acc6969abf392bb009f216d22adea36d,
pSTAKE Finance,PSTAKE,Ethereum,0xfB5c6815cA3AC72Ce9F5006869AE67f18bF77006,
Swarm,BZZ,Ethereum,0x19062190b1925b5b6689d7073fdfc8c2976ef8cb,
SingularityDAO,SDAO,Ethereum,0x993864e43caa7f7f12953ad6feb1d1ca635b875f,
ELYSIA,EL,Ethereum,0x2781246fe707bb15cee3e5ea354e2154a2877b16,
MON,MON,Ethereum,0xc555D625828c4527d477e595fF1Dd5801B4a600e,
Commune AI,COMAI,Ethereum,0xc78b628b060258300218740b1a7a5b3c82b3bd9f,
Global Dollar,USDG,Ethereum,0xe343167631d89B6Ffc58B88d6b7fB0228795491D,
DexCheck AI,DCK,Ethereum,0x672f4fa517894496b8a958b4b3fca068ce513a39,
zkLink,ZKL,Ethereum,0xfc385a1df85660a7e041423db512f779070fcede,
Stratos,STOS,Ethereum,0x08c32b0726C5684024ea6e141C50aDe9690bBdcc,
Reserve Dollar,RSV,Ethereum,0x196f4727526eA7FB1e17b2071B3d8eAA38486988,
KiboShib,KIBSHI,Ethereum,0x02e7f808990638e9e67e1f00313037ede2362361,
Inverse Finance,INV,Ethereum,0x41d5d79431a913c4ae7d69a668ecdfe5ff9dfb68,
Morpheus.Network,MNW,Ethereum,0xd3E4Ba569045546D09CF021ECC5dFe42b1d7f6E4,
Pandora,PANDORA,Ethereum,0x9e9fbde7c7a83c43913bddc8779158f1368f0413,
Electronic USD,eUSD,Ethereum,0xA0d69E286B938e21CBf7E51D71F6A4c8918f482F,
Sovryn,SOV,Ethereum,0xbdab72602e9ad40fc6a6852caf43258113b8f7a5,
Cook Finance,COOK,Ethereum,0xff75ced57419bcaebe5f05254983b013b0646ef5,
Atlas Navi,NAVI,Ethereum,0xfc1c93a2507975e98b9d0e9260ded61a00152bf1,
Aura Finance,AURA,Ethereum,0xc0c293ce456ff0ed870add98a0828dd4d2903dbf,
Kava Lend,HARD,Ethereum,0x1C700F95Df53fc31e83D89AC89e5DD778D4cD310,
THE BALKAN DWARF,KEKEC,Ethereum,0x8c7ac134ed985367eadc6f727d79e8295e11435c,
Blendr Network,BLENDR,Ethereum,0x84018071282d4b2996272659d9c01cb08dd7327f,
BOB (ETH),BOB,Ethereum,0x7D8146cf21e8D7cbe46054e01588207b51198729,
Kryll,KRL,Ethereum,0x464eBE77c293E473B48cFe96dDCf88fcF7bFDAC0,
Volt Inu,VOLT,Ethereum,0x7f792db54b0e580cdc755178443f0430cf799aca,
SHPING,SHPING,Ethereum,0x7c84e62859d0715eb77d1b1c4154ecd6abb21bec,
Partisia Blockchain,MPC,Ethereum,0x36a0e44c73e5a6a7727817377c0127f320a9456e,
Data Ownership Protocol,DOP,Ethereum,0x97A9a15168C22B3C137E6381037E1499C8ad0978,
Kaon,AKRO,Ethereum,0x8ab7404063ec4dbcfd4598215992dc3f8ec853d7,
Shuffle,SHFL,Ethereum,0x8881562783028F5c1BCB985d2283D5E170D88888,
DMAIL Network,DMAIL,Ethereum,0xcC6f1e1B87cfCbe9221808d2d85C501aab0B5192,
Philtoken,PHIL,Ethereum,0xc328a59E7321747aEBBc49FD28d1b32C1af8d3b2,
BreederDAO,BREED,Ethereum,0x94E9EB8b5Ab9fd6B9ea3169D55FFAde62a01702e,
Aventus,AVT,Ethereum,0x0d88ed6e74bbfd96b831231638b66c05571e824f,
UFO Gaming,UFO,Ethereum,0x249e38ea4102d0cf8264d3701f1a0e39c4f2dc3b,
Amaterasu Omikami,OMIKAMI,Ethereum,0x9e18d5bab2fa94a6a95f509ecb38f8f68322abd3,
Cryptex Finance,CTX,Ethereum,0x321c2fe4446c7c963dc41dd58879af648838f98d,
Pluton,PLU,Ethereum,0xd8912c10681d8b21fd3742244f44658dba12264e,
DFI.Money,YFII,Ethereum,0xa1d0E215a23d7030842FC67cE582a6aFa3CCaB83,
Galeon,GALEON,Ethereum,0xa2437A33049E878c35E16d10789a7D296baDE29e,
XCAD Network,XCAD,Ethereum,0x7659ce147d0e714454073a5dd7003544234b6aa0,
Katana Inu,KATA,Ethereum,0x2e85ae1C47602f7927bCabc2Ff99C40aA222aE15,
Phantasma,SOUL,Ethereum,0x75858677e27C930FB622759FeafFeE2b754Af07F,
Apeiron,APRS,Ethereum,0x95b4B8CaD3567B5d7EF7399C2aE1d7070692aB0D,
TRVL (Dtravel),TRVL,Ethereum,0xd47bdf574b4f76210ed503e0efe81b58aa061f3d,
Nine Chronicles,WNCG,Ethereum,0xf203Ca1769ca8e9e8FE1DA9D147DB68B6c919817,
AirSwap,AST,Ethereum,0x27054b13b1b798b345b591a4d22e6562d47ea75a,
Brett (ETH),BRETT,Ethereum,0x240D6FAF8c3B1A7394e371792A3bf9D28DD65515,
AIPAD,AIPAD,Ethereum,0xE55d97A97ae6A17706ee281486E98A84095d8AAf,
Jesus Coin,JESUS,Ethereum,0xba386A4Ca26B85FD057ab1Ef86e3DC7BdeB5ce70,
Troll,TROLL,Ethereum,0xf8ebf4849f1fa4faf0dff2106a173d3a6cb2eb3a,
AstraAI,ASTRA,Ethereum,0x0aA8A7D1fB4c64B3b1DcEa9A7ADe81C59C25b95b,
Galxe,GAL,Ethereum,0x5fAa989Af96Af85384b8a938c2EdE4A7378D9875,
Creo Engine,CREO,Ethereum,0xe636f94a71eC52Cc61eF21787aE351AD832347B7,
Chainge,XCHNG,Ethereum,0xb712d62fE84258292d1961B5150a19bC4Ab49026,
Dragonchain,DRGN,Ethereum,0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e,
Cellframe,CELL,Ethereum,0x26c8afbbfe1ebaca03c2bb082e69d0476bffe099,
Edelcoin,EDLC,Ethereum,0xc47ef9b19c3e29317a50f5fbe594eba361dada4a,
GAMEE,GMEE,Ethereum,0xd9016a907dc0ecfa3ca425ab20b6b785b42f2373,
ParaSwap,PSP,Ethereum,0xcafe001067cdef266afb7eb5a286dcfd277f3de5,
Castello Coin,CAST,Ethereum,0x3fab0bbaa03bceaf7c49e2b12877db0142be65fc,
SpookySwap,BOO,Ethereum,0x55af5865807b196bd0197e0902746f31fbccfa58,
HELLO Labs,HELLO,Ethereum,0x411099C0b413f4fedDb10Edf6a8be63BD321311C,
Numerico,NWC,Ethereum,0x968f6f898a6df937fc1859b323ac2f14643e3fed,
Pepe 2.0,PEPE2.0,Ethereum,0x0305f515fa978cf87226cf8A9776D25bcfb2Cc0B,
Hermez Network,HEZ,Ethereum,0xeef9f339514298c6a857efcfc1a762af84438dee,
Viberate,VIB,Ethereum,0x2c974b2d0ba1716e644c1fc59982a89ddd2ff724,
zkRace,ZERC,Ethereum,0xf8428A5a99cb452Ea50B6Ea70b052DaA3dF4934F,
Rake Coin,RAKE,Ethereum,0x6553565eac5daa9bfc5e2892b36291634c9b2ad6,
ZUSD,ZUSD,Ethereum,0xc56c2b7e71B54d38Aab6d52E94a04Cbfa8F604fA,
Shido [New],SHIDO,Ethereum,0xe2512A2f19F0388aD3D7A5263eaA82AcD564827b,
Suku,SUKU,Ethereum,0x0763fdCCF1aE541A5961815C0872A8c5Bc6DE4d7,
CateCoin,CATE,Ethereum,0x051fb509e4a775fabd257611eea1efaed8f91359,
Blocksquare Token,BST,Ethereum,0x509a38b7a1cc0dcd83aa9d06214663d9ec7c7f4a,
Tarot,TAROT,Ethereum,0xa10bf0aBa0C7953F279c4Cb8192d3B5dE5eA56E8,
GameGPT,DUEL,Ethereum,0x943Af2ece93118B973c95c2F698EE9D15002e604,
Coinweb,CWEB,Ethereum,0x505b5eda5e25a67e1c24a2bf1a527ed9eb88bf04,
Cratos,CRTS,Ethereum,0x678e840c640f619e17848045d23072844224dd37,
Rupiah Token,IDRT,Ethereum,0x998FFE1E43fAcffb941dc337dD0468d52bA5b48A,
AVINOC,AVINOC,Ethereum,0xf1ca9cb74685755965c7458528a36934df52a3ef,
Chrono.tech,TIME,Ethereum,0x485d17A6f1B8780392d53D64751824253011A260,
Alvara Protocol,ALVA,Ethereum,0x8e729198d1C59B82bd6bBa579310C40d740A11C2,
Kleros,PNK,Ethereum,0x93ed3fbe21207ec2e8f2d3c3de6e058cb73bc04d,
Quiztok,QTCON,Ethereum,0xa00a4d5786a6e955e9539d01d78bf68f3271c050,
EverRise,RISE,Ethereum,0xC17c30e98541188614dF99239cABD40280810cA3,
Verified USD,USDV,Ethereum,0x0e573ce2736dd9637a0b21058352e1667925c7a8,
TrustSwap,SWAP,Ethereum,0xcc4304a31d09258b0029ea7fe63d032f52e44efe,
BobaCat,PSPS,Ethereum,0x03049b395147713ae53c0617093675b4b86dde78,
Stake DAO,SDT,Ethereum,0x73968b9a57c6e53d41345fd57a6e6ae27d6cdb2f,
MSTR2100,MSTR,Ethereum,0x42069026EAC8Eee0Fd9b5f7aDFa4f6E6D69a2B39,
MixMarvel,MIX,Ethereum,0x5d285f735998f36631f678ff41fb56a10a4d0429,
Dvision Network,DVI,Ethereum,0x10633216e7e8281e33c86f02bf8e565a635d9770,
Starlink,STARL,Ethereum,0x8e6cd950ad6ba651f6dd608dc70e5886b1aa6b24,
QORPO WORLD,QORPO,Ethereum,0x22514fFb0d7232a56F0c24090E7B68f179FAA940,
Nuco.cloud,NCDT,Ethereum,0xe0c8b298db4cffe05d1bea0bb1ba414522b33c1b,
GET Protocol,GET,Ethereum,0x8a854288a5976036a725879164ca3e91d30c6a1b,
Credefi,CREDI,Ethereum,0xaE6e307c3Fe9E922E5674DBD7F830Ed49c014c6B,
OVR,OVR,Ethereum,0x21bfbda47a0b4b5b1248c767ee49f7caa9b23697,
Keep3rV1,KP3R,Ethereum,0x1ceb5cb57c4d4e2b2433641b95dd330a33185a44,
RocketX exchange,RVF,Ethereum,0x2fb652314C3d850E9049057bBE9813F1eEe882d3,
HI,HI,Ethereum,0xC4f6E93AEDdc11dc22268488465bAbcAF09399aC,
KOMPETE,KOMPETE,Ethereum,0x1E0b2992079B620AA13A7c2E7c88D2e1E18E46E9,
Hegic,HEGIC,Ethereum,0x584bC13c7D411c00c01A62e8019472dE68768430,
CatCoin,CAT,Ethereum,0x59f4f336bf3d0c49dbfba4a74ebd2a6ace40539a,
Dogechain,DC,Ethereum,0x7B4328c127B85369D9f82ca0503B000D09CF9180,
Arianee,ARIA20,Ethereum,0xedf6568618a00c6f0908bf7758a16f76b6e04af9,
Rally,RLY,Ethereum,0xf1f955016EcbCd7321c7266BccFB96c68ea5E49b,
NFT Worlds,WRLD,Ethereum,0xd5d86fc8d5c0ea1ac1ac5dfab6e529c9967a45e9,
UNCX Network,UNCX,Ethereum,0xaDB2437e6F65682B85F814fBc12FeC0508A7B1D0,
ParagonsDAO,PDT,Ethereum,0x375abb85c329753b1ba849a601438ae77eec9893,
tomi,TOMI,Ethereum,0x4385328cc4d643ca98dfea734360c0f596c83449,
Seedworld,SWORLD,Ethereum,0x968bE3F7bfeF0F8eDc3c1aD90232EbB0DA0867aA,
Lumerin,LMR,Ethereum,0x4b1d0b9f081468d780ca1d5d79132b64301085d1,
ALTAVA,TAVA,Ethereum,0xdebe620609674F21B1089042527F420372eA98A5,
EPIK Prime,EPIK,Ethereum,0x4da0c48376c277cdbd7fc6fdc6936dee3e4adf75,
TG Casino,TGC,Ethereum,0x25B4f5D4C314bCD5d7962734936C957B947cb7CF,
LeisureMeta,LM,Ethereum,0xc064F4F215B6A1E4e7F39bD8530C4dE0fC43ee9D,
GYEN,GYEN,Ethereum,0xC08512927D12348F6620a698105e1BAac6EcD911,
PIBBLE,PIB,Ethereum,0x1864ce27e9f7517047933caae530674e8c70b8a7,
Netvrk,NETVR,Ethereum,0x52498F8d9791736f1D6398fE95ba3BD868114d10,
RabbitX,RBX,Ethereum,0x3Ba925fdeAe6B46d0BB4d424D829982Cb2F7309e,
Nya,NYA,Ethereum,0x38F9bf9dCe51833Ec7f03C9dC218197999999999,
Deeper Network,DPR,Ethereum,0xf3ae5d769e153ef72b4e3591ac004e89f48107a1,
Hoge Finance,HOGE,Ethereum,0xfad45e47083e4607302aa43c65fb3106f1cd7607,
Cult DAO,CULT,Ethereum,0xf0f9d895aca5c8678f706fb8216fa22957685a13,
BLOCKLORDS,LRDS,Ethereum,0xd0a6053f087E87a25dC60701ba6E663b1a548E85,
